Date,Open,High,Low,Close
08-Feb-17,8774.55,8791.25,8715,8769
07-Feb-17,8805.7,8809.3,8741.05,8768.3
06-Feb-17,8785.45,8814.1,8770.2,8801
03-Feb-17,8735.15,8748.25,8707.75,8740.9
02-Feb-17,8724.75,8757.6,8685.8,8734.2
01-Feb-17,8570.35,8722.4,8537.5,8716.4
31-Jan-17,8629.45,8631.75,8552.4,8561.3
30-Jan-17,8635.55,8662.6,8617.75,8632.7
27-Jan-17,8610.5,8672.7,8606.9,8641.2
25-Jan-17,8499.45,8612.6,8493.95,8602.7
24-Jan-17,8407.05,8480.95,8398.15,8475.8
23-Jan-17,8329.6,8404.15,8327.2,8391.5
20-Jan-17,8404.35,8423.65,8340.95,8349.3
19-Jan-17,8418.4,8445.15,8404.05,8435.1
18-Jan-17,8403.85,8460.3,8397.4,8417
17-Jan-17,8415.05,8440.9,8378.3,8398
16-Jan-17,8390.95,8426.7,8374.4,8412.8
13-Jan-17,8457.65,8461.05,8373.15,8400.3
12-Jan-17,8391.05,8417.2,8382.3,8407.2
11-Jan-17,8327.8,8389,8322.25,8380.6
10-Jan-17,8262.7,8293.8,8261,8288.6
09-Jan-17,8259.35,8263,8227.75,8236
06-Jan-17,8281.85,8306.85,8233.25,8243.8
05-Jan-17,8226.65,8282.65,8223.7,8273.8
04-Jan-17,8202.65,8218.5,8180.9,8190.5
03-Jan-17,8196.05,8219.1,8148.6,8192.2
02-Jan-17,8210.1,8212,8133.8,8179.5
30-Dec-16,8119.65,8197,8114.75,8185.8
29-Dec-16,8030.6,8111.1,8020.8,8103.6
28-Dec-16,8047.55,8100.55,8028.4,8034.8
27-Dec-16,7915.05,8044.65,7903.7,8032.8
26-Dec-16,7965.1,7970.05,7893.8,7908.2
23-Dec-16,7972.5,8022.6,7942.05,7985.7
22-Dec-16,8043.85,8046.45,7964.95,7979.1
21-Dec-16,8105.85,8112.55,8053.25,8061.3
20-Dec-16,8110.6,8124.1,8062.75,8082.4
19-Dec-16,8126,8132.5,8094.85,8104.3
16-Dec-16,8178.2,8178.7,8127.45,8139.4
15-Dec-16,8128.4,8225.9,8121.95,8153.6
14-Dec-16,8229.35,8229.4,8165.1,8182.4
13-Dec-16,8196.15,8228.85,8155.8,8221.8
12-Dec-16,8230.65,8230.65,8154.45,8170.8
09-Dec-16,8271.7,8274.95,8241.95,8261.7
08-Dec-16,8152.1,8256.25,8151.75,8246.8
07-Dec-16,8168.4,8190.45,8077.5,8102
06-Dec-16,8153.15,8178.7,8130.85,8143.1
05-Dec-16,8088.75,8141.9,8056.85,8128.7
02-Dec-16,8153.55,8159.3,8070.05,8086.8
01-Dec-16,8244,8250.8,8185.05,8192.9
30-Nov-16,8172.15,8234.25,8139.25,8224.5
29-Nov-16,8131.55,8197.35,8128.7,8142.1
28-Nov-16,8080.65,8146.5,8066.5,8126.9
25-Nov-16,8007.95,8122.25,7976.75,8114.3
24-Nov-16,8011.8,8024.85,7952.55,7965.5
23-Nov-16,8051.2,8055.2,7973.1,8033.3
22-Nov-16,7989.15,8019.05,7938.15,8002.3
21-Nov-16,8102.1,8102.45,7916.4,7929.1
18-Nov-16,8097.55,8128.95,8048.3,8074.1
17-Nov-16,8105.1,8151.25,8060.3,8079.9
16-Nov-16,8205.65,8210.05,8089.4,8111.6
15-Nov-16,8284.85,8288.55,8093.2,8108.4
11-Nov-16,8456.65,8460.6,8284.95,8296.3
10-Nov-16,8555.6,8598.45,8510.7,8525.7
09-Nov-16,8067.5,8476.2,8002.25,8432
08-Nov-16,8540,8559.4,8480.1,8543.5
07-Nov-16,8535.75,8535.85,8481.45,8497
04-Nov-16,8503.6,8504,8400.25,8433.7
03-Nov-16,8499.85,8537.65,8476.15,8484.9
02-Nov-16,8542.8,8549.5,8504.85,8514
01-Nov-16,8653.15,8669.6,8614.5,8626.2
30-Oct-16,8672.35,8678.25,8616.25,8625.7
28-Oct-16,8625,8653.75,8581.75,8638
27-Oct-16,8607.1,8624.85,8550.25,8615.2
26-Oct-16,8657.3,8657.3,8596.6,8615.2
25-Oct-16,8721.7,8722.65,8663.45,8691.3
24-Oct-16,8709.85,8736.95,8684.15,8708.9
21-Oct-16,8708.6,8709.1,8652.05,8693
20-Oct-16,8693.35,8727,8678.3,8699.4
19-Oct-16,8697.5,8698.75,8636.7,8659.1
18-Oct-16,8556.05,8685.1,8555.9,8677.9
17-Oct-16,8612.95,8615.4,8506.15,8520.4
14-Oct-16,8594,8604.45,8549.8,8583.4
13-Oct-16,8671.5,8681.55,8541.35,8573.3
10-Oct-16,8735.35,8745.8,8703.95,8708.8
07-Oct-16,8721.7,8723.7,8663.8,8697.6
06-Oct-16,8768.7,8781.15,8684.65,8709.5
05-Oct-16,8806.35,8806.95,8731.4,8743.9
04-Oct-16,8770,8783.65,8736.1,8769.1
03-Oct-16,8666.15,8745.2,8635,8738.1
30-Sep-16,8581.5,8637.15,8555.2,8611.1
29-Sep-16,8792.7,8800.65,8558.25,8591.2
28-Sep-16,8711.2,8767.05,8703.15,8745.1
27-Sep-16,8748.9,8768.5,8690.5,8706.4
26-Sep-16,8807.9,8809.55,8715.1,8723
23-Sep-16,8880.75,8885.2,8820.3,8831.5
22-Sep-16,8873.35,8893.35,8837.8,8867.4
21-Sep-16,8790.3,8826.85,8757.3,8777.1
20-Sep-16,8816.1,8816.45,8759.3,8775.9
19-Sep-16,8788.45,8824.3,8774.2,8808.4
16-Sep-16,8780.85,8847.65,8750.5,8779.8
15-Sep-16,8743.85,8751.95,8704.35,8742.5
14-Sep-16,8710.65,8739.85,8688.9,8726.6
12-Sep-16,8732.95,8746.95,8699.4,8715.6
09-Sep-16,8934.3,8939.15,8858.7,8866.7
08-Sep-16,8915.5,8960.35,8896,8952.5
07-Sep-16,8968.7,8968.7,8913.35,8917.9
06-Sep-16,8852.7,8950.85,8848.45,8943
02-Sep-16,8796.35,8824.1,8768.2,8809.6
01-Sep-16,8793.6,8813.25,8759.95,8774.6
31-Aug-16,8754.05,8819.2,8754.05,8786.2
30-Aug-16,8646.75,8750.6,8642.25,8744.3
29-Aug-16,8583.75,8622,8543.75,8607.4
26-Aug-16,8614.35,8622.95,8547.55,8572.5
25-Aug-16,8668.85,8683.05,8583.65,8592.2
24-Aug-16,8648.5,8661.05,8620.9,8650.3
23-Aug-16,8628.35,8642.15,8580,8632.6
22-Aug-16,8667,8684.85,8614,8629.1
19-Aug-16,8694.3,8696.6,8647.1,8666.9
18-Aug-16,8648.85,8690.7,8645.05,8673.2
17-Aug-16,8639.8,8667.1,8603.6,8624
16-Aug-16,8670.25,8682.35,8600.45,8642.5
12-Aug-16,8605.45,8684.3,8604.45,8672.1
11-Aug-16,8572.8,8601.15,8540.05,8592.1
10-Aug-16,8686.7,8690.1,8564.6,8575.3
09-Aug-16,8727.8,8728.35,8638.2,8678.2
08-Aug-16,8712.85,8723.5,8697.6,8711.3
05-Aug-16,8600.2,8689.4,8590.15,8683.1
04-Aug-16,8599.95,8601.4,8518.15,8551.1
03-Aug-16,8635.2,8635.45,8529.6,8544.8
02-Aug-16,8647.45,8687.2,8611.4,8622.9
01-Aug-16,8654.3,8711.3,8590.5,8636.5
29-Jul-16,8668.3,8670.35,8631.15,8638.5
28-Jul-16,8636.95,8674.7,8625.25,8666.3
27-Jul-16,8599.4,8665,8572.05,8615.8
26-Jul-16,8633.75,8644.9,8577.15,8590.6
25-Jul-16,8519.95,8641.15,8517.2,8635.6
22-Jul-16,8519.65,8548.95,8489.8,8541.2
21-Jul-16,8582.7,8585.25,8503.45,8510.1
20-Jul-16,8515.45,8569.9,8512.55,8565.8
19-Jul-16,8514.3,8540.05,8476.7,8528.5
18-Jul-16,8564.05,8587.1,8494.35,8508.7
15-Jul-16,8565.45,8594.8,8510.05,8541.4
14-Jul-16,8515.75,8571.4,8500.7,8565
13-Jul-16,8540.45,8550.25,8493.55,8519.5
12-Jul-16,8502.6,8526.6,8479.2,8521
11-Jul-16,8413.35,8475.25,8407.05,8467.9
08-Jul-16,8350,8353.3,8287.55,8323.2
07-Jul-16,8342,8361.95,8317.7,8337.9
05-Jul-16,8379.3,8381.45,8319.95,8335.9
04-Jul-16,8376.75,8398.45,8364.7,8370.7
01-Jul-16,8313.05,8356.75,8308.65,8328.3
30-Jun-16,8260.25,8308.15,8242.1,8287.7
29-Jun-16,8173.1,8212.4,8157.65,8204
28-Jun-16,8096.05,8146.35,8086.85,8127.8
27-Jun-16,8039.35,8120.65,8039.35,8094.7
24-Jun-16,8029.1,8100.7,7927.05,8088.6
23-Jun-16,8201.15,8285.6,8188.3,8270.4
22-Jun-16,8213.65,8238.35,8153.25,8203.7
21-Jun-16,8255.4,8257.25,8202.15,8219.9
20-Jun-16,8115.75,8244.15,8107.35,8238.5
17-Jun-16,8176.65,8195.25,8135.8,8170.2
16-Jun-16,8180.65,8180.65,8074.45,8140.7
15-Jun-16,8139.4,8213.2,8123.15,8206.6
14-Jun-16,8134.4,8134.95,8069.5,8108.8
13-Jun-16,8102.25,8125.25,8063.9,8110.6
10-Jun-16,8180.25,8265.6,8162.85,8170
09-Jun-16,8273.35,8273.35,8184.6,8203.6
08-Jun-16,8285.5,8288.9,8252.05,8273
07-Jun-16,8235.55,8294.95,8216.4,8266.4
06-Jun-16,8228.75,8234.7,8186.05,8201
03-Jun-16,8246.2,8262,8209.85,8220.8
02-Jun-16,8156.9,8229.5,8154.75,8218.9
01-Jun-16,8179.2,8215.35,8171.05,8179.9
31-May-16,8209.85,8213.6,8134.3,8160.1
30-May-16,8166.5,8200,8150.8,8178.5
27-May-16,8081.95,8164.2,8077.05,8156.6
26-May-16,7974.45,8083,7948.5,8069.6
25-May-16,7811.8,7941.2,7809.3,7934.9
24-May-16,7738.05,7761.55,7715.8,7748.8
23-May-16,7813.95,7820.6,7722.2,7731
20-May-16,7792.2,7812.4,7735.75,7749.7
19-May-16,7875.5,7876.2,7766.8,7783.4
18-May-16,7846.75,7882.05,7810.75,7870.1
17-May-16,7896.85,7940.1,7879.7,7890.7
16-May-16,7831.2,7873.9,7772.15,7860.7
13-May-16,7881,7881,7784.2,7814.9
12-May-16,7871.45,7916.05,7849.65,7900.4
11-May-16,7804.65,7893.1,7780.9,7848.8
10-May-16,7873.55,7896.9,7837.7,7887.8
09-May-16,7755.25,7873.65,7753.55,7866
06-May-16,7717.65,7738.9,7678.35,7733.4
05-May-16,7731,7777.55,7706.85,7735.5
04-May-16,7724.15,7749,7697.25,7706.5
03-May-16,7824.8,7890.25,7735.15,7747
02-May-16,7822.7,7829.8,7777.3,7805.9
29-Apr-16,7844.25,7889.05,7788.7,7849.8
28-Apr-16,7967.4,7992,7834.45,7847.2
27-Apr-16,7942,7991,7940.55,7979.9
26-Apr-16,7828.15,7974.5,7822.55,7962.6
25-Apr-16,7894.8,7911,7827,7855
22-Apr-16,7891.8,7923.35,7873.35,7899.3
21-Apr-16,7953.65,7978.45,7884.1,7912
20-Apr-16,7950.05,7950.4,7877.55,7914.7
18-Apr-16,7908.15,7920.6,7842.75,7914.7
13-Apr-16,7777.15,7864.8,7772.2,7850.4
12-Apr-16,7669.25,7717.4,7663.35,7708.9
11-Apr-16,7577.8,7678.8,7516.85,7671.4
08-Apr-16,7542.35,7569.35,7526.7,7555.2
07-Apr-16,7630.4,7630.75,7535.85,7546.4
06-Apr-16,7636.05,7638.65,7591.75,7614.3
05-Apr-16,7736.3,7736.3,7588.65,7603.2
04-Apr-16,7733.15,7764.45,7704.4,7758.8
01-Apr-16,7718.05,7740.15,7666.1,7713
31-Mar-16,7727.65,7777.6,7702,7738.4
30-Mar-16,7651.1,7741.95,7643.45,7735.2
29-Mar-16,7606.55,7652.9,7582.25,7597
28-Mar-16,7741,7749.4,7587.7,7615.1
23-Mar-16,7717.45,7726.85,7670.6,7716.5
22-Mar-16,7695.55,7728.2,7643.8,7714.9
21-Mar-16,7619.2,7713.55,7617.7,7704.2
18-Mar-16,7534.65,7613.6,7517.9,7604.3
17-Mar-16,7557.4,7585.3,7479.4,7512.5
16-Mar-16,7457.05,7508,7405.15,7498.7
15-Mar-16,7535.85,7545.2,7452.8,7460.6
14-Mar-16,7542.6,7583.7,7515.05,7538.7
11-Mar-16,7484.85,7543.95,7460.6,7510.2
10-Mar-16,7545.35,7547.1,7447.4,7486.1
09-Mar-16,7436.1,7539,7424.3,7531.8
08-Mar-16,7486.4,7527.15,7442.15,7485.3
04-Mar-16,7505.4,7505.9,7444.1,7485.3
03-Mar-16,7429.55,7483.95,7406.05,7475.6
02-Mar-16,7321.7,7380.35,7308.15,7368.8
01-Mar-16,7038.25,7235.5,7035.1,7222.3
29-Feb-16,7050.45,7094.6,6825.8,6987
26-Feb-16,7039.3,7052.9,6985.1,7029.7
25-Feb-16,7029.85,7034.2,6961.4,6970.6
24-Feb-16,7075,7090.8,7009.75,7018.7
23-Feb-16,7240.3,7241.7,7090.7,7109.5
22-Feb-16,7208.85,7252.4,7200.7,7234.5
19-Feb-16,7170.55,7226.85,7145.95,7210.7
18-Feb-16,7177.4,7215.1,7127.85,7191.7
17-Feb-16,7058.85,7123.7,6960.65,7108.4
16-Feb-16,7201.25,7204.65,7037.7,7048.2
15-Feb-16,7057.35,7182.8,7056.8,7162.9
12-Feb-16,7023.65,7034.8,6869,6980.9
11-Feb-16,7203.6,7208.65,6959.95,6976.3
10-Feb-16,7264.3,7271.85,7177.75,7215.7
09-Feb-16,7303.95,7323.45,7275.15,7298.2
08-Feb-16,7489.7,7512.55,7363.2,7387.2
05-Feb-16,7418.25,7503.15,7406.65,7489.1
04-Feb-16,7411.45,7457.05,7365.95,7404
03-Feb-16,7392.45,7419.4,7350.3,7361.8
02-Feb-16,7566.65,7576.3,7428.05,7455.5
01-Feb-16,7589.5,7600.45,7541.25,7555.9
29-Jan-16,7413.35,7575.65,7402.8,7563.5
28-Jan-16,7426.5,7468.85,7409.6,7424.6
27-Jan-16,7469.6,7477.9,7419.7,7437.7
25-Jan-16,7468.75,7487.15,7421.2,7436.1
22-Jan-16,7355.7,7433.4,7327.6,7422.4
21-Jan-16,7376.65,7398.7,7250,7276.8
20-Jan-16,7357,7470.9,7241.5,7309.3
19-Jan-16,7381.8,7462.75,7364.15,7435.1
18-Jan-16,7420.35,7463.65,7336.4,7351
15-Jan-16,7561.65,7566.5,7427.3,7437.8
14-Jan-16,7467.4,7604.8,7443.8,7536.8
13-Jan-16,7557.9,7590.95,7425.8,7562.4
12-Jan-16,7587.2,7588.3,7487.8,7510.3
11-Jan-16,7527.45,7605.1,7494.35,7563.8
08-Jan-16,7611.65,7634.1,7581.05,7601.3
07-Jan-16,7673.35,7674.95,7556.6,7568.3
06-Jan-16,7788.05,7800.95,7721.2,7741
05-Jan-16,7828.4,7831.2,7763.25,7784.6
04-Jan-16,7924.55,7937.55,7781.1,7791.3
01-Jan-16,7938.45,7972.55,7909.8,7963.2
31-Dec-15,7897.8,7955.55,7891.15,7946.3
30-Dec-15,7938.6,7944.75,7889.85,7896.2
29-Dec-15,7929.2,7942.15,7902.75,7928.9
28-Dec-15,7863.2,7937.2,7863,7925.1
24-Dec-15,7888.75,7888.75,7835.5,7861
23-Dec-15,7830.45,7871.45,7826.1,7865.9
22-Dec-15,7829.4,7846.3,7776.85,7786.1
21-Dec-15,7745.65,7840.75,7733.45,7834.4
18-Dec-15,7828.9,7836.15,7753.35,7761.9
17-Dec-15,7783.05,7852.9,7737.55,7844.3
16-Dec-15,7725.25,7776.6,7715.75,7750.9
15-Dec-15,7659.15,7705,7625.1,7700.9
14-Dec-15,7558.2,7663.95,7551.05,7650
11-Dec-15,7699.6,7703.05,7575.3,7610.4
10-Dec-15,7643.3,7691.95,7610,7683.3
09-Dec-15,7695.5,7702.85,7606.9,7612.5
08-Dec-15,7738.5,7771.25,7685.45,7701.7
07-Dec-15,7816.55,7825.4,7746.05,7765.4
04-Dec-15,7817.6,7821.4,7775.7,7781.9
03-Dec-15,7902.3,7912.3,7853.3,7864.1
02-Dec-15,7976.7,7979.3,7910.8,7931.3
01-Dec-15,7958.15,7972.15,7934.15,7954.9
30-Nov-15,7936.25,7966,7922.8,7935.2
27-Nov-15,7910.6,7959.3,7879.45,7942.7
26-Nov-15,7837.15,7897.1,7832,7883.8
24-Nov-15,7837,7870.35,7812.65,7831.6
23-Nov-15,7869.5,7877.5,7825.2,7849.2
20-Nov-15,7841.9,7906.95,7817.8,7856.5
19-Nov-15,7788.5,7854.9,7765.45,7842.7
18-Nov-15,7823.15,7843.4,7725.05,7731.8
17-Nov-15,7848.75,7860.45,7793,7837.5
16-Nov-15,7732.95,7838.85,7714.15,7806.6
13-Nov-15,7762.45,7775.1,7730.9,7762.2
11-Nov-15,7838.8,7847.95,7819.1,7825
10-Nov-15,7877.6,7885.1,7772.85,7783.3
09-Nov-15,7788.25,7937.75,7771.7,7915.2
06-Nov-15,7956.55,8002.65,7926.15,7954.3
05-Nov-15,8030.35,8031.2,7944.1,7955.4
04-Nov-15,8104.9,8116.1,8027.3,8040.2
03-Nov-15,8086.35,8100.35,8031.75,8060.7
02-Nov-15,8054.55,8060.7,7995.6,8050.8
30-Oct-15,8123.55,8146.1,8044.4,8065.8
29-Oct-15,8175.45,8179.6,8098,8111.7
28-Oct-15,8188.9,8209.1,8131.8,8171.2
27-Oct-15,8230.35,8241.95,8217.05,8232.9
26-Oct-15,8333.65,8336.3,8252.05,8260.5
23-Oct-15,8308.25,8328.1,8280.75,8295.4
21-Oct-15,8258.35,8294.4,8217.15,8251.7
20-Oct-15,8280.3,8294.05,8229.2,8261.6
19-Oct-15,8262.55,8283.05,8239.2,8275
16-Oct-15,8193.65,8246.4,8147.65,8238.1
15-Oct-15,8134.35,8190.55,8129.8,8179.5
14-Oct-15,8102.4,8139.3,8096.35,8107.9
13-Oct-15,8121.95,8150.25,8088.6,8131.7
12-Oct-15,8231.5,8244.5,8128.2,8143.6
09-Oct-15,8186.35,8232.2,8139.65,8189.7
08-Oct-15,8196.75,8196.75,8105.85,8129.3
07-Oct-15,8146.2,8188.9,8132.9,8177.4
06-Oct-15,8180.45,8180.95,8096.5,8152.9
05-Oct-15,8005.1,8128.9,8005.1,8119.3
01-Oct-15,7992.05,8008.25,7930.65,7950.9
30-Sep-15,7924.25,7957.7,7874.5,7948.9
29-Sep-15,7725.7,7926.55,7691.2,7843.3
28-Sep-15,7892.8,7893.95,7787.95,7795.7
24-Sep-15,7838.4,7894.5,7804.1,7868.5
23-Sep-15,7737.35,7882.9,7723.25,7845.9
22-Sep-15,8014.8,8021.6,7787.75,7812
21-Sep-15,7911.5,7987.9,7908.35,7977.1
18-Sep-15,7967.45,8055,7955.85,7981.9
16-Sep-15,7886.85,7913.9,7853.3,7899.1
15-Sep-15,7867.35,7880,7799.75,7829.1
14-Sep-15,7811.1,7879.95,7761.85,7872.2
11-Sep-15,7833.8,7864.85,7759.9,7789.3
10-Sep-15,7729.05,7819.85,7678.5,7788.1
09-Sep-15,7805.85,7846.05,7764.55,7818.6
08-Sep-15,7587.7,7720.9,7539.5,7688.2
07-Sep-15,7685.85,7705.05,7545.9,7558.8
04-Sep-15,7803.4,7804.9,7626.85,7655
03-Sep-15,7774.45,7845.6,7754.05,7823
02-Sep-15,7856.65,7862.55,7699.25,7717
01-Sep-15,7907.95,7929.1,7746.5,7785.8
31-Aug-15,8009.25,8043.6,7947.95,7971.3
28-Aug-15,8053.7,8091.8,7961.65,8001.9
27-Aug-15,7921.6,7963.6,7862.3,7948.9
26-Aug-15,7865.25,7930.05,7777.1,7791.8
25-Aug-15,7895.4,7925.4,7667.25,7880.7
24-Aug-15,8055.95,8060.05,7769.4,7809
21-Aug-15,8305.4,8322.2,8225.05,8299.9
20-Aug-15,8471.05,8501.35,8359.75,8372.7
19-Aug-15,8468.05,8520.45,8425.95,8495.1
18-Aug-15,8505.85,8525.75,8433.6,8466.5
17-Aug-15,8530.5,8530.6,8428.05,8477.3
14-Aug-15,8402.35,8530.1,8381.2,8518.5
13-Aug-15,8384.45,8429.5,8339.75,8355.8
12-Aug-15,8445.7,8446.95,8337.95,8349.4
11-Aug-15,8548.45,8556.25,8441.3,8462.3
10-Aug-15,8577,8621.55,8497.8,8525.6
07-Aug-15,8580.8,8595.95,8552.7,8564.6
06-Aug-15,8585.8,8606.3,8551.5,8588.6
05-Aug-15,8547.45,8591.85,8545.85,8567.9
04-Aug-15,8564.1,8565.15,8448.25,8516.9
03-Aug-15,8510.65,8563.95,8508.1,8543
31-Jul-15,8456.1,8548.95,8448,8532.8
30-Jul-15,8417,8458.9,8408.3,8421.8
29-Jul-15,8365.6,8381.5,8338.45,8375
28-Jul-15,8371.1,8397.4,8321.75,8337
27-Jul-15,8492.1,8492.2,8351.55,8361
24-Jul-15,8588.15,8589.15,8513.5,8521.5
23-Jul-15,8643.95,8654.75,8573.8,8589.8
22-Jul-15,8512.25,8643.9,8498.65,8633.5
21-Jul-15,8601.5,8646.75,8517.9,8529.4
20-Jul-15,8623.9,8624.1,8559,8603.4
17-Jul-15,8623.65,8642.95,8593.15,8609.8
16-Jul-15,8546.15,8616.1,8542.9,8608
15-Jul-15,8463.4,8531.4,8462.95,8523.8
14-Jul-15,8470.6,8480.25,8424.1,8454.1
13-Jul-15,8397.25,8471.65,8355.4,8459.6
10-Jul-15,8365.7,8377.1,8315.4,8360.5
09-Jul-15,8364.85,8400.3,8323,8328.5
08-Jul-15,8439.2,8457.5,8341.4,8363
07-Jul-15,8525.5,8561.35,8483.85,8510.8
06-Jul-15,8386.15,8533.15,8386.15,8522.1
03-Jul-15,8440.1,8497.75,8424.15,8484.9
02-Jul-15,8471.95,8479.25,8433.2,8444.9
01-Jul-15,8376.25,8481.6,8370.15,8453
30-Jun-15,8316.35,8378,8298.95,8368.5
29-Jun-15,8247.05,8329.45,8195.65,8318.4
26-Jun-15,8393.95,8408.55,8339.7,8381.1
25-Jun-15,8336.25,8423.15,8329.5,8398
24-Jun-15,8399.4,8421.35,8338.9,8360.8
23-Jun-15,8377.45,8398.45,8334.95,8381.5
22-Jun-15,8259.3,8369.45,8257.4,8353.1
19-Jun-15,8201.15,8250.8,8195.65,8224.9
18-Jun-15,8113.7,8186.9,8101.8,8174.6
17-Jun-15,8084.2,8136.85,8048.95,8091.5
16-Jun-15,8004.2,8061.85,7952.35,8047.3
15-Jun-15,7986.6,8057.7,7944.85,8013.9
12-Jun-15,7959.85,7995.6,7940.3,7982.9
11-Jun-15,8157.3,8163.05,7958.25,7965.3
10-Jun-15,8024.15,8152.25,8023.8,8124.4
09-Jun-15,8026.5,8057.15,8005.15,8022.4
08-Jun-15,8124.35,8131,8030.55,8044.1
05-Jun-15,8119.15,8191,8100.15,8114.7
04-Jun-15,8155.15,8160.05,8056.75,8130.6
03-Jun-15,8232.45,8236.7,8094.15,8135.1
02-Jun-15,8442.8,8445.35,8226.05,8236.4
01-Jun-15,8417.25,8467.15,8405.4,8433.4
29-May-15,8327.1,8443.9,8305.7,8433.6
28-May-15,8345.7,8364.5,8270.15,8319
27-May-15,8302.75,8342.85,8277.95,8334.6
26-May-15,8377.1,8378.9,8320.05,8339.3
25-May-15,8438.15,8441.95,8364.15,8370.2
22-May-15,8432.5,8489.55,8420.6,8458.9
21-May-15,8434.5,8446.35,8382.5,8421
20-May-15,8392.65,8440.35,8391.45,8423.2
19-May-15,8356.2,8427.8,8335,8365.6
18-May-15,8284.95,8384.6,8271.95,8373.6
15-May-15,8240.3,8279.2,8212.2,8262.3
14-May-15,8232.45,8236.25,8137.3,8224.2
13-May-15,8181.55,8254.95,8089.8,8235.4
12-May-15,8326.15,8326.65,8115.3,8126.9
11-May-15,8243.2,8332.75,8224.65,8325.2
08-May-15,8131.5,8224.95,8123.45,8191.5
07-May-15,8077,8122.6,7997.15,8057.3
06-May-15,8316.6,8331.95,8083,8097
05-May-15,8338.4,8355.65,8280.6,8324.8
04-May-15,8230.05,8346,8220.45,8331.9
30-Apr-15,8224.5,8229.4,8144.75,8181.5
29-Apr-15,8274.8,8308.2,8219.2,8239.7
28-Apr-15,8215.55,8308,8185.15,8285.6
27-Apr-15,8330.55,8334.45,8202.35,8213.8
24-Apr-15,8405.7,8413.3,8273.35,8305.2
23-Apr-15,8478.2,8504.95,8361.85,8398.3
22-Apr-15,8400.4,8449.95,8284.7,8429.7
21-Apr-15,8416.1,8469.35,8352.7,8377.7
20-Apr-15,8618.8,8619.95,8422.75,8448.1
17-Apr-15,8698.05,8699.85,8596.7,8606
16-Apr-15,8757.05,8760,8645.65,8706.7
15-Apr-15,8844.75,8844.8,8722.4,8750.2
13-Apr-15,8801.75,8841.65,8762.1,8834
10-Apr-15,8774.35,8787.4,8733.6,8780.3
09-Apr-15,8756.2,8785.5,8682.45,8778.3
08-Apr-15,8698.95,8730.5,8679.8,8714.4
07-Apr-15,8684.45,8693.6,8586.85,8660.3
06-Apr-15,8615.8,8667.55,8573.75,8659.9
01-Apr-15,8483.7,8603.4,8464.75,8586.2
31-Mar-15,8527.6,8550.45,8454.15,8491
30-Mar-15,8390.95,8504.55,8380.75,8492.3
27-Mar-15,8396,8413.2,8269.15,8341.4
26-Mar-15,8474.95,8499.45,8325.35,8342.1
25-Mar-15,8568.9,8573.75,8516.55,8530.8
24-Mar-15,8537.05,8627.75,8535.85,8542.9
23-Mar-15,8591.55,8608.35,8540.55,8550.9
20-Mar-15,8627.9,8627.9,8553,8570.9
19-Mar-15,8749.45,8788.2,8614.65,8634.6
18-Mar-15,8742.9,8747.25,8664,8685.9
17-Mar-15,8689.1,8742.55,8630.8,8723.3
16-Mar-15,8656.75,8663.55,8612,8633.1
13-Mar-15,8844.05,8849.75,8631.75,8647.7
12-Mar-15,8740.65,8787.2,8732.9,8776
11-Mar-15,8728.75,8755.6,8682.35,8699.9
10-Mar-15,8769.75,8778,8677.35,8712
09-Mar-15,8891.15,8891.3,8740.45,8756.7
05-Mar-15,8929.4,8957.55,8849.35,8937.7
04-Mar-15,9109.15,9119.2,8893.95,8922.6
03-Mar-15,8962.85,9008.4,8925.55,8996.2
02-Mar-15,8953.85,8972.35,8885.45,8956.7
28-Feb-15,8913.05,8941.1,8751.35,8901.8
27-Feb-15,8729.5,8856.95,8717.45,8844.6
26-Feb-15,8779,8786.05,8669.45,8683.8
25-Feb-15,8801.9,8840.65,8751.4,8767.2
24-Feb-15,8772.9,8800.5,8726.75,8762.1
23-Feb-15,8856.85,8869,8736.1,8754.9
20-Feb-15,8895.5,8899.95,8816.3,8833.6
19-Feb-15,8883.05,8913.45,8794.45,8895.3
18-Feb-15,8811.55,8894.3,8808.9,8869.1
16-Feb-15,8831.4,8870.1,8793.4,8809.3
13-Feb-15,8741.5,8822.1,8729.65,8805.5
12-Feb-15,8676.95,8732.55,8599.25,8711.5
11-Feb-15,8603.3,8651.95,8593.65,8627.4
10-Feb-15,8478.1,8646.25,8470.5,8565.5
09-Feb-15,8584.4,8605.55,8516.35,8526.3
06-Feb-15,8696.85,8726.2,8645.55,8661
05-Feb-15,8733.1,8838.45,8683.65,8711.7
04-Feb-15,8789.15,8792.85,8704.4,8723.7
03-Feb-15,8823.15,8837.3,8726.65,8756.5
02-Feb-15,8802.5,8840.8,8751.1,8797.4
30-Jan-15,8996.6,8996.6,8775.1,8808.9
29-Jan-15,8901.5,8966.65,8861.25,8952.3
28-Jan-15,8902.75,8985.05,8874.05,8914.3
27-Jan-15,8871.35,8925.05,8825.45,8910.5
23-Jan-15,8827.95,8866.4,8795.4,8835.6
22-Jan-15,8745.85,8774.15,8727,8761.4
21-Jan-15,8719.65,8741.85,8689.6,8729.5
20-Jan-15,8575.1,8707.9,8574.5,8695.6
19-Jan-15,8550.05,8570.95,8531.5,8550.7
15-Jan-15,8424.5,8527.1,8380.55,8494.1
